"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
1,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,3.15983074392517e-07,1.92256335992719e-06,NA,0.75,0.75,99.9180159994211,100,1,52.0845173899793,98.0324268975416,99.9145706333169,99.9180159994211,11.491712374507,1.2567181771602,0.00133312620292382,3.15983074392517e-07
2,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.56611130357369e-06,9.52882731105231e-06,NA,0.75,0.75,99.9179952193627,100,1,41.5171913322958,91.199925956311,99.8650045882115,99.9179952193627,9.23838912295429,5.18745569800717,0.00652108420225091,1.56611130357369e-06
3,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.000336244593756629,0.00199159600157984,NA,0.75,0.75,99.9177503146319,100,1,46.8022334473077,93.2786329434363,99.6295875225589,99.9177503146319,21.1513137025236,6.56273147144197,0.322442850934968,0.000336244593756629
4,20,20,5,5,"rectangle",400,"small",1,1,125,4,2,0.5,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,2.98492619306445e-07,1.76795305023545e-06,NA,0.75,0.75,99.9180174516061,100,1,46.5560456819865,98.4575929641306,99.9170834816998,99.9180174516061,16.527057009842,1.17702804353276,0.00088253303447192,2.98492619306445e-07
5,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,3,0.75,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.567705301275815,0.976495050906332,NA,0.75,0.75,99.3951357930357,99.973411984915,1,40.8505559783607,82.1284988263333,95.7997951766934,99.3951357930357,28.1027178866457,19.9371896186386,4.68967142644212,0.567705301275815
6,20,20,5,5,"rectangle",400,"small",1,1,125,4,3,0.75,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.000324908802702512,0.00184853377986951,NA,0.75,0.75,99.9174529431414,100,1,41.8171921171904,82.3516162261372,98.7456063840271,99.9174529431414,27.1135184417813,17.6509615792212,0.603726440294758,0.000324908802702512
7,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,4,1,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.67638312628595,2.24570197901351,NA,0.75,0.75,98.3386719684662,99.0321959575129,1,40.4796042837738,82.9039639180606,94.929126412448,98.3386719684662,33.5959120248252,20.1054678652771,6.5289410338982,1.67638312628595
8,20,20,5,5,"rectangle",400,"small",1,1,125,4,4,1,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.406462380498191,1.92265199334513,NA,0.75,0.5,99.6571004513895,100,1,37.0818056056675,70.3474185470056,88.5745502852426,99.6571004513895,33.8584379638212,30.2405712896106,12.7926578807033,0.406462380498191
9,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,5,1.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,13.5498929935342,16.7636284069182,NA,0.75,0.75,90.3655969522291,95.5216587342902,1,39.7819395188687,71.3192594108834,80.7386133408887,90.3655969522291,32.1334668193751,33.6906333923247,24.4010098985274,13.5498929935342
10,20,20,5,5,"rectangle",400,"small",1,1,125,4,5,1.25,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.748184311193383,2.41425647077814,NA,0.5,0.5,99.6009114558389,100,1,33.9316598237387,66.059133056295,88.214277894905,99.6009114558389,33.5241955963679,33.7534729242185,14.7159024860195,0.748184311193383
11,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,6,1.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,6.97391151515264,8.45315529984902,NA,0.75,0.75,95.0171066657979,97.1221111732049,1,45.6347189127113,82.6991710410273,90.625442559586,95.0171066657979,29.4120391524922,24.5285977836583,12.156644203648,6.97391151515264
12,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,23.3047924225617,35.9407585485302,NA,0.25,0.25,74.2977760733337,85.3765701536018,35,28.7652064063779,54.0845914784664,62.7187764087085,74.2977760733337,37.0478107542848,46.9755436398681,35.660530380146,23.3047924225617
13,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,7,1.75,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,13.7956860405375,17.4495762592589,NA,0.5,0.5,91.6895370607225,95.7088566972676,1,38.4524020507159,69.284669339931,84.0131026864475,91.6895370607225,35.8087267530967,40.5326453491581,22.0745218356851,13.7956860405375
14,20,20,5,5,"rectangle",400,"small",1,1,125,4,7,1.75,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,27.9842919519531,36.5269935762172,NA,0.25,0.25,74.9112687599672,82.2326027331455,6,29.3116872024093,46.7823372486664,59.9628168623814,74.9112687599672,41.5133621844987,50.473764289025,39.1149170405349,27.9842919519531
15,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,8,2,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,22.4018325316439,27.7957008910514,NA,0.5,0.5,84.3379285547712,87.4260568150846,2,37.5268283034014,62.4742446707823,72.2984011800022,84.3379285547712,36.879114940624,49.8935504721703,38.034329890777,22.4018325316439
16,20,20,5,5,"rectangle",400,"small",1,1,125,4,8,2,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,6.29510428818705,9.14500889128773,NA,0.5,0.5,97.4761065470148,99.7842044440968,1,34.469185054706,66.2989947258883,87.5651371320882,97.4761065470148,38.774619043953,41.5782605540762,17.5450375116317,6.29510428818705
17,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,9,2.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,25.6936864494036,30.3488493822187,NA,0.5,0.5,81.3310749423277,85.998358371797,2,37.2550273576563,63.3230723351253,72.3568524370093,81.3310749423277,36.9021202807068,47.8430561610182,37.3602486867625,25.6936864494036
18,20,20,5,5,"rectangle",400,"small",1,1,125,4,9,2.25,4,1,1,100,1,1,100,4,4,0,0,0,400,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,30.0867499433428,34.2267831549146,NA,0.25,0.25,74.5628141559774,80.610132725414,11,34.0692411861678,50.8464687307593,59.7747499304846,74.5628141559774,31.7700430441557,52.9433201099724,43.3386705558084,30.0867499433428
19,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,4.9366693322742e-06,3.00365976106305e-05,NA,0.75,0.75,99.9179938045432,100,1,40.398413257352,94.1787989289037,99.8590328546334,99.9179938045432,25.3962596314225,3.30199039368575,0.0162836074395396,4.9366693322742e-06
20,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,9.89739216827461e-07,6.0219565389018e-06,NA,0.75,0.75,99.9180063817283,100,1,33.6874169683983,91.4895178505798,99.8977339873654,99.9180063817283,34.5058511764772,4.07130712642729,0.00417498533930473,9.89739216827461e-07
21,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.000302194249842054,0.00179003718230542,NA,0.75,0.75,99.9177098066083,100,1,32.4211774235276,91.1369252803366,99.6430344633814,99.9177098066083,43.2806348627624,7.9400802764335,0.276385547037236,0.000302194249842054
22,20,20,5,5,"rectangle",400,"small",1,1,125,4,2,0.5,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,4.28929824888447e-06,2.54052570240164e-05,NA,0.75,0.75,99.9180044215807,100,1,28.6680712098233,93.0628786106756,99.8983892283812,99.9180044215807,45.7482670539699,5.3394747746621,0.0126774490847993,4.28929824888447e-06
23,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,3,0.75,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,1.59432365352667,2.76316227012395,NA,0.75,0.75,98.3562336015051,99.5057952580972,1,21.278446615552,70.7857510221239,91.7224940817636,98.3562336015051,61.469312852506,30.3227514516762,9.02993055042221,1.59432365352667
24,20,20,5,5,"rectangle",400,"small",1,1,125,4,3,0.75,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.0117294232293288,0.0653355536647899,NA,0.75,0.75,99.9009911729474,100,1,22.9503189721619,78.8166974333336,97.3665453847596,99.9009911729474,47.2071110071995,18.7720549798813,2.47511744973642,0.0117294232293288
25,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,4,1,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,2.89708842493751,4.17185033468377,NA,0.75,0.75,97.9619843746722,99.5365440359596,1,23.7032738472042,73.597185839005,92.659368764432,97.9619843746722,60.4995357137819,30.9378791690751,9.14641863858293,2.89708842493751
26,20,20,5,5,"rectangle",400,"small",1,1,125,4,4,1,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.0420868774042039,0.245607912119266,NA,0.75,0.75,99.9031156688656,100,1,25.2830395983052,74.7626727060162,96.34219483216,99.9031156688656,55.673600919002,23.2823734652203,5.47728142403454,0.0420868774042039
27,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,5,1.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,16.8396721691008,21.4111411315999,NA,0.5,0.5,87.855442633397,93.4871461320628,2,22.4344749387008,53.9026575748162,73.5033880058244,87.855442633397,66.9652680418243,54.555430360756,32.1144537462497,16.8396721691008
28,20,20,5,5,"rectangle",400,"small",1,1,125,4,5,1.25,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,10.8237260607331,17.7096073420493,NA,0.5,0.5,90.2847958602384,97.7566397731429,2,23.0259342863327,55.7288261666495,74.2825898805183,90.2847958602384,62.9091084144424,48.4972211968628,29.3944515343397,10.8237260607331
29,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,6,1.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.5,38.310814637427,43.1667871746928,NA,0,0,68.7585243822335,76.4460848437376,88,18.9616208771958,38.4646069772835,55.5933464897159,68.7585243822335,70.5686368127383,69.3640492404818,53.3300532556767,38.310814637427
30,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,19.0544812331819,28.4578933244451,NA,0.5,0.5,82.0301027889695,95.4260105114861,2,19.321926198128,49.506324492777,71.3529953768914,82.0301027889695,67.05535480744,56.3746664792334,30.698050911609,19.0544812331819
31,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,7,1.75,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,46.6211298170777,51.4459956892273,NA,0,0,63.3324876087315,69.6564840670016,NA,16.0574028386278,32.3076227087293,46.8463931365099,63.3324876087315,73.1225619940532,75.6164569763312,63.166794283303,46.6211298170777
32,20,20,5,5,"rectangle",400,"small",1,1,125,4,7,1.75,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.5,22.1551363451674,32.3907096119841,NA,0.25,0.25,81.1796819607849,87.5162548399051,3,18.1211111912627,34.2380186505529,64.9515508710913,81.1796819607849,71.1728318518259,67.2124244124468,40.4279790248918,22.1551363451674
33,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,8,2,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,51.3911692877581,56.7109206268923,NA,0,0,60.5955338843758,67.9107991182378,NA,18.4686082445071,33.6113303459612,48.9057213634257,60.5955338843758,70.8306134263064,79.2819566259372,61.0116292310933,51.3911692877581
34,20,20,5,5,"rectangle",400,"small",1,1,125,4,8,2,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.75,43.1493923288303,53.5255138232712,NA,0,0,62.7916383865654,70.5380179384809,122,16.2878248125909,30.7104282557993,41.5736079616656,62.7916383865654,72.8383055366342,77.681646361437,66.2156117875778,43.1493923288303
35,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,9,2.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,76.9337357710367,83.4484970735227,7,0,0,32.9761146127451,38.0795745492481,NA,14.331200219131,21.2871334352694,28.6124096332031,32.9761146127451,75.4586656583472,86.0756617019795,81.3978114744574,76.9337357710367
36,20,20,5,5,"rectangle",400,"small",1,1,125,4,9,2.25,4,1,1,100,5,5,100,4,20,0,0,0,400,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.75,0.75,67.134740597559,75.5660183105929,16,0,0,40.2092974921784,46.7534543894432,NA,11.9428770552858,19.765460797523,29.029559886169,40.2092974921784,74.127642679302,84.3653932849074,77.5012100352509,67.134740597559
37,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.000233114673186283,0.00141832605783419,NA,0.75,0.75,99.9171632066057,100,1,39.1361033989021,94.2060598749267,99.5738561963216,99.9171632066057,26.9929663399552,2.72910860738187,0.207267752861898,0.000233114673186283
38,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.51392151178338e-09,9.21128465122648e-09,NA,0.75,0.75,99.9180182343676,100,1,45.287873476122,99.2880387062633,99.9177929180223,99.9180182343676,24.7629103702548,0.0264510796368379,6.38699582668846e-06,1.51392151178338e-09
39,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,0.000454025351629735,0.00268952964500603,NA,0.75,0.75,99.9175248685761,100,1,26.1174228386958,87.6327458265345,99.5125956552144,99.9175248685761,50.4157883168177,10.5658683146737,0.427000697793604,0.000454025351629735
