"TOTALN","initial_perc_SAV_cover","initial_perc_FP_cover","wind_direction","wind_shape2","size"
"8","30","15","up","0.1","medium"
"8","30","15","up","0.1","large"
"8","30","15","up","0.1","XL"
"8","30","30","all","4","small"
"8","30","30","all","4","medium"
"8","30","30","all","4","large"
"8","30","30","all","4","XL"
"8","30","30","all","0.2","small"
"8","30","30","all","0.2","medium"
"8","30","30","all","0.2","large"
"8","30","30","all","0.2","XL"
"8","30","30","all","0.1","small"
"8","30","30","all","0.1","medium"
"8","30","30","all","0.1","large"
"8","30","30","all","0.1","XL"
"8","30","30","up","4","small"
"8","30","30","up","4","medium"
"8","30","30","up","4","large"
"8","30","30","up","4","XL"
"8","30","30","up","0.2","small"
"8","30","30","up","0.2","medium"
"8","30","30","up","0.2","large"
"8","30","30","up","0.2","XL"
"8","30","30","up","0.1","small"
"8","30","30","up","0.1","medium"
"8","30","30","up","0.1","large"
"8","30","30","up","0.1","XL"
"9","5","5","all","4","small"
"9","5","5","all","4","medium"
"9","5","5","all","4","large"
"9","5","5","all","4","XL"
"9","5","5","all","0.2","small"
"9","5","5","all","0.2","medium"
"9","5","5","all","0.2","large"
"9","5","5","all","0.2","XL"
"9","5","5","all","0.1","small"
"9","5","5","all","0.1","medium"
"9","5","5","all","0.1","large"
"9","5","5","all","0.1","XL"
"9","5","5","up","4","small"
"9","5","5","up","4","medium"
"9","5","5","up","4","large"
"9","5","5","up","4","XL"
"9","5","5","up","0.2","small"
"9","5","5","up","0.2","medium"
"9","5","5","up","0.2","large"
"9","5","5","up","0.2","XL"
"9","5","5","up","0.1","small"
"9","5","5","up","0.1","medium"
"9","5","5","up","0.1","large"
"9","5","5","up","0.1","XL"
"9","5","15","all","4","small"
"9","5","15","all","4","medium"
"9","5","15","all","4","large"
"9","5","15","all","4","XL"
"9","5","15","all","0.2","small"
"9","5","15","all","0.2","medium"
"9","5","15","all","0.2","large"
"9","5","15","all","0.2","XL"
"9","5","15","all","0.1","small"
"9","5","15","all","0.1","medium"
"9","5","15","all","0.1","large"
"9","5","15","all","0.1","XL"
"9","5","15","up","4","small"
"9","5","15","up","4","medium"
"9","5","15","up","4","large"
"9","5","15","up","4","XL"
"9","5","15","up","0.2","small"
"9","5","15","up","0.2","medium"
"9","5","15","up","0.2","large"
"9","5","15","up","0.2","XL"
"9","5","15","up","0.1","small"
"9","5","15","up","0.1","medium"
"9","5","15","up","0.1","large"
"9","5","15","up","0.1","XL"
"9","5","30","all","4","small"
"9","5","30","all","4","medium"
"9","5","30","all","4","large"
"9","5","30","all","4","XL"
"9","5","30","all","0.2","small"
"9","5","30","all","0.2","medium"
"9","5","30","all","0.2","large"
"9","5","30","all","0.2","XL"
"9","5","30","all","0.1","small"
"9","5","30","all","0.1","medium"
"9","5","30","all","0.1","large"
"9","5","30","all","0.1","XL"
"9","5","30","up","4","small"
"9","5","30","up","4","medium"
"9","5","30","up","4","large"
"9","5","30","up","4","XL"
"9","5","30","up","0.2","small"
"9","5","30","up","0.2","medium"
"9","5","30","up","0.2","large"
"9","5","30","up","0.2","XL"
"9","5","30","up","0.1","small"
"9","5","30","up","0.1","medium"
"9","5","30","up","0.1","large"
"9","5","30","up","0.1","XL"
"9","15","5","all","4","small"
"9","15","5","all","4","medium"
"9","15","5","all","4","large"
"9","15","5","all","4","XL"
"9","15","5","all","0.2","small"
"9","15","5","all","0.2","medium"
"9","15","5","all","0.2","large"
"9","15","5","all","0.2","XL"
"9","15","5","all","0.1","small"
"9","15","5","all","0.1","medium"
"9","15","5","all","0.1","large"
"9","15","5","all","0.1","XL"
"9","15","5","up","4","small"
"9","15","5","up","4","medium"
"9","15","5","up","4","large"
"9","15","5","up","4","XL"
"9","15","5","up","0.2","small"
"9","15","5","up","0.2","medium"
"9","15","5","up","0.2","large"
"9","15","5","up","0.2","XL"
"9","15","5","up","0.1","small"
"9","15","5","up","0.1","medium"
"9","15","5","up","0.1","large"
"9","15","5","up","0.1","XL"
"9","15","15","all","4","small"
"9","15","15","all","4","medium"
"9","15","15","all","4","large"
"9","15","15","all","4","XL"
"9","15","15","all","0.2","small"
"9","15","15","all","0.2","medium"
"9","15","15","all","0.2","large"
"9","15","15","all","0.2","XL"
"9","15","15","all","0.1","small"
"9","15","15","all","0.1","medium"
"9","15","15","all","0.1","large"
"9","15","15","all","0.1","XL"
"9","15","15","up","4","small"
"9","15","15","up","4","medium"
"9","15","15","up","4","large"
"9","15","15","up","4","XL"
"9","15","15","up","0.2","small"
"9","15","15","up","0.2","medium"
"9","15","15","up","0.2","large"
"9","15","15","up","0.2","XL"
"9","15","15","up","0.1","small"
"9","15","15","up","0.1","medium"
"9","15","15","up","0.1","large"
"9","15","15","up","0.1","XL"
"9","15","30","all","4","small"
"9","15","30","all","4","medium"
"9","15","30","all","4","large"
"9","15","30","all","4","XL"
"9","15","30","all","0.2","small"
"9","15","30","all","0.2","medium"
"9","15","30","all","0.2","large"
"9","15","30","all","0.2","XL"
"9","15","30","all","0.1","small"
"9","15","30","all","0.1","medium"
"9","15","30","all","0.1","large"
"9","15","30","all","0.1","XL"
"9","15","30","up","4","small"
"9","15","30","up","4","medium"
"9","15","30","up","4","large"
"9","15","30","up","4","XL"
"9","15","30","up","0.2","small"
"9","15","30","up","0.2","medium"
"9","15","30","up","0.2","large"
"9","15","30","up","0.2","XL"
"9","15","30","up","0.1","small"
"9","15","30","up","0.1","medium"
"9","15","30","up","0.1","large"
"9","15","30","up","0.1","XL"
"9","30","5","all","4","small"
"9","30","5","all","4","medium"
"9","30","5","all","4","large"
"9","30","5","all","4","XL"
"9","30","5","all","0.2","small"
"9","30","5","all","0.2","medium"
"9","30","5","all","0.2","large"
"9","30","5","all","0.2","XL"
"9","30","5","all","0.1","small"
"9","30","5","all","0.1","medium"
"9","30","5","all","0.1","large"
"9","30","5","all","0.1","XL"
"9","30","5","up","4","small"
"9","30","5","up","4","medium"
"9","30","5","up","4","large"
"9","30","5","up","4","XL"
"9","30","5","up","0.2","small"
"9","30","5","up","0.2","medium"
"9","30","5","up","0.2","large"
"9","30","5","up","0.2","XL"
"9","30","5","up","0.1","small"
"9","30","5","up","0.1","medium"
"9","30","5","up","0.1","large"
"9","30","5","up","0.1","XL"
"9","30","15","all","4","small"
"9","30","15","all","4","medium"
"9","30","15","all","4","large"
"9","30","15","all","4","XL"
"9","30","15","all","0.2","small"
"9","30","15","all","0.2","medium"
"9","30","15","all","0.2","large"
"9","30","15","all","0.2","XL"
"9","30","15","all","0.1","small"
"9","30","15","all","0.1","medium"
"9","30","15","all","0.1","large"
"9","30","15","all","0.1","XL"
"9","30","15","up","4","small"
"9","30","15","up","4","medium"
"9","30","15","up","4","large"
"9","30","15","up","4","XL"
"9","30","15","up","0.2","small"
"9","30","15","up","0.2","medium"
"9","30","15","up","0.2","large"
"9","30","15","up","0.2","XL"
"9","30","15","up","0.1","small"
"9","30","15","up","0.1","medium"
"9","30","15","up","0.1","large"
"9","30","15","up","0.1","XL"
"9","30","30","all","4","small"
"9","30","30","all","4","medium"
"9","30","30","all","4","large"
"9","30","30","all","4","XL"
"9","30","30","all","0.2","small"
"9","30","30","all","0.2","medium"
"9","30","30","all","0.2","large"
"9","30","30","all","0.2","XL"
"9","30","30","all","0.1","small"
"9","30","30","all","0.1","medium"
"9","30","30","all","0.1","large"
"9","30","30","all","0.1","XL"
"9","30","30","up","4","small"
"9","30","30","up","4","medium"
"9","30","30","up","4","large"
"9","30","30","up","4","XL"
"9","30","30","up","0.2","small"
"9","30","30","up","0.2","medium"
"9","30","30","up","0.2","large"
"9","30","30","up","0.2","XL"
"9","30","30","up","0.1","small"
"9","30","30","up","0.1","medium"
"9","30","30","up","0.1","large"
"9","30","30","up","0.1","XL"
